File_ID;Group_ID;Rating_1
img_0131.png;2;2
img_0132.png;2;0
img_0133.png;2;1
img_0134.png;2;0
img_0135.png;2;0
img_0136.png;2;0
img_0137.png;2;0
img_0138.png;2;1
img_0139.png;2;0
img_0140.png;2;0
img_0141.png;2;1
img_0142.png;2;1
img_0143.png;2;1
img_0144.png;2;0
img_0145.png;2;1
img_0146.png;2;1
img_0147.png;2;0
img_0148.png;2;0
img_0149.png;2;0
img_0150.png;2;1
img_0151.png;2;1
img_0152.png;2;2
img_0153.png;2;0
img_0154.png;2;1
img_0155.png;2;1
img_0156.png;2;0
img_0157.png;2;0
img_0158.png;2;0
img_0159.png;2;1
img_0160.png;2;2
img_0161.png;2;2
img_0162.png;2;1
img_0163.png;2;0
img_0164.png;2;0
img_0165.png;2;1
img_0166.png;2;0
img_0167.png;2;1
img_0168.png;2;1
img_0169.png;2;0
img_0170.png;2;1
img_0171.png;2;2
img_0172.png;2;1
img_0173.png;2;1
img_0174.png;2;2
img_0175.png;2;0
img_0176.png;2;2
img_0177.png;2;1
img_0178.png;2;0
img_0179.png;2;0
img_0180.png;2;0
img_0181.png;2;1
img_0182.png;2;0
img_0183.png;2;2
img_0184.png;2;2
img_0185.png;2;1
img_0186.png;2;1
img_0187.png;2;0
img_0188.png;2;1
img_0189.png;2;0
img_0190.png;2;1
img_0191.png;2;0
img_0192.png;2;2
img_0193.png;2;0
img_0194.png;2;2
img_0195.png;2;1
img_0196.png;2;0
img_0197.png;2;2
img_0198.png;2;1
img_0199.png;2;1
img_0200.png;2;0
img_0201.png;2;0
img_0202.png;2;0
img_0203.png;2;1
img_0204.png;2;0
img_0205.png;2;0
img_0206.png;2;0
img_0207.png;2;1
img_0208.png;2;1
img_0209.png;2;1
img_0210.png;2;1
img_0211.png;2;1
img_0212.png;2;1
img_0213.png;2;0
img_0214.png;2;0
img_0215.png;2;0
img_0216.png;2;0
img_0217.png;2;1
img_0218.png;2;1
img_0219.png;2;0
img_0220.png;2;1
img_0221.png;2;2
img_0222.png;2;0
img_0223.png;2;0
img_0224.png;2;0
img_0225.png;2;1
img_0226.png;2;0
img_0227.png;2;0
img_0228.png;2;1
img_0229.png;2;0
img_0230.png;2;1
img_0231.png;2;0
img_0232.png;2;1
img_0233.png;2;0
img_0234.png;2;1
img_0235.png;2;2
img_0236.png;2;0
img_0237.png;2;1
img_0238.png;2;0
img_0239.png;2;0
img_0240.png;2;0
img_0241.png;2;0
img_0242.png;2;0
img_0243.png;2;1
img_0244.png;2;1
img_0245.png;2;1
img_0246.png;2;1
img_0247.png;2;1
img_0248.png;2;0
img_0249.png;2;0
img_0250.png;2;1
img_0251.png;2;0
img_0252.png;2;2
img_0253.png;2;1
img_0254.png;2;0
img_0255.png;2;1
img_0256.png;2;0
img_0257.png;2;0
img_0258.png;2;0
img_0259.png;2;2
img_0260.png;2;1
img_0261.png;2;1
img_0262.png;2;0
img_0263.png;2;0
img_0264.png;2;0
img_0265.png;2;1
img_0266.png;2;2
img_0267.png;2;0
img_0268.png;2;1
img_0269.png;2;1
img_0270.png;2;0
img_0271.png;2;2
img_0272.png;2;1
img_0273.png;2;1
img_0274.png;2;1
img_0275.png;2;2
img_0276.png;2;2
img_0277.png;2;2
img_0278.png;2;2
img_0279.png;2;1
img_0280.png;2;1
img_0281.png;2;0
img_0282.png;2;0
img_0283.png;2;1
img_0284.png;2;1
img_0285.png;2;0
img_0286.png;2;0
img_0287.png;2;1
img_0288.png;2;0
img_0289.png;2;2
img_0290.png;2;1
img_0291.png;2;0
img_0292.png;2;0
img_0293.png;2;1
img_0294.png;2;1
img_0295.png;2;2
img_0296.png;2;0
img_0297.png;2;1
img_0298.png;2;0
img_0299.png;2;0
img_0300.png;2;1
img_0301.png;2;1
img_0302.png;2;2
img_0303.png;2;1
img_0304.png;2;0
img_0305.png;2;1
img_0306.png;2;1
img_0307.png;2;0
img_0308.png;2;1
img_0309.png;2;0
img_0310.png;2;0
img_0311.png;2;1
img_0312.png;2;0
img_0313.png;2;1
img_0314.png;2;0
img_0315.png;2;0
img_0316.png;2;0
img_0317.png;2;1
img_0318.png;2;1
img_0319.png;2;1
img_0320.png;2;0
img_0321.png;2;1
img_0322.png;2;1
img_0323.png;2;1
img_0324.png;2;1
img_0325.png;2;2
img_0326.png;2;2
img_0327.png;2;2
img_0328.png;2;0
img_0329.png;2;1
img_0330.png;2;1
