date,forecast,lower,upper
2025-01-01,15.090917936889218,0.2623233143494925,29.919512559428945
2025-02-01,11.354117747024583,-3.3632693421476034,26.07150483619677
2025-03-01,14.657265905884584,-0.062453931251546635,29.376985743020715
2025-04-01,16.50854794195988,1.7864755673433201,31.230620316576438
2025-05-01,15.074377749322215,0.34993360661957773,29.798821892024854
2025-06-01,14.367805325555203,-0.359029969932509,29.094640621042913
2025-07-01,17.042526929571466,2.3132809412891504,31.77177291785378
2025-08-01,16.924936946759413,2.193260569168274,31.656613324350552
2025-09-01,17.620237592759818,2.886110971638381,32.354364213881254
2025-10-01,15.036232062134982,0.29963518434355585,29.772828939926406
2025-11-01,9.148284752832271,-5.590802554892651,23.887372060557194
2025-12-01,15.788957089108958,1.047359334319884,30.53055484389803
