ds,yhat,yhat_lower,yhat_upper
2022-01-01,19.34815772400647,16.78490086598999,21.724628737464016
2022-02-01,18.67132637287708,16.253689481745983,21.163315231698185
2022-03-01,19.174866994422867,16.624401106822976,21.82388294896657
2022-04-01,21.208245276961676,18.719781915550048,23.598614531996372
2022-05-01,16.78323737044869,14.387884004630392,19.27828772996661
2022-06-01,19.70909893109176,17.313523253697948,22.22339224156849
2022-07-01,20.96338949155983,18.472594728499004,23.32270789208333
2022-08-01,19.16865930338252,16.68926263809969,21.724132220460543
2022-09-01,19.01814466885048,16.57586010997734,21.591068652188017
2022-10-01,19.158149285157716,16.736621556129048,21.719531893139695
2022-11-01,20.39311908275124,17.981246409148895,22.98328027305828
2022-12-01,19.687429412304816,17.34969844490615,22.062441087817472
2023-01-01,18.334866704837154,15.925565843637782,20.79146571665429
2023-02-01,18.34604097875125,15.924259142112806,20.977341489195528
2023-03-01,15.682794865486184,13.22654047030462,18.123729563827652
2023-04-01,20.89960786659961,18.470580999059447,23.319039425464233
2023-05-01,16.086522819631405,13.680445921573929,18.73408280450741
2023-06-01,18.74513593387663,16.188839620958845,21.322084232229958
2023-07-01,19.721424674508924,17.056231560666742,22.3117122021526
2023-08-01,16.62772029294767,14.070618355655455,19.114980419934366
2023-09-01,18.08679082640984,15.442367220299882,20.489331119033437
2023-10-01,18.55000589065275,16.194340667388822,20.95751061536873
2023-11-01,18.4912508912562,16.000852543386284,20.898744731550376
2023-12-01,18.712896545893255,16.114041921446187,21.228698150033907
2024-01-01,17.322102679794515,14.883297548534292,19.758394279991233
2024-02-01,17.99019477081209,15.167747917277781,20.4853713360934
2024-03-01,21.13315762521977,18.54637850625274,23.50327614406087
2024-04-01,16.888887639004157,14.384687691070534,19.14691339846222
2024-05-01,13.124676606268782,10.585944543418634,15.527306422558082
2024-06-01,16.542377745446984,14.025090815330879,19.174116267670048
2024-07-01,18.320375782341085,15.944272452100119,20.775778859560035
2024-08-01,19.207390938282632,16.87146770010917,21.80672735628697
2024-09-01,15.90244934879743,13.354777764067483,18.40171096932377
2024-10-01,15.304454268488378,12.751527693290369,17.767140064361495
2024-11-01,19.131280471271026,16.775678851875487,21.483018256118577
2024-12-01,16.612709219544282,14.371017046286072,19.13649032450051
2025-01-01,15.31144037730989,12.867074460058836,17.664276652808002
2025-02-01,13.915359874963386,11.472328374307061,16.416897890580515
2025-03-01,17.623996677181186,15.078461847878792,20.08251459580368
2025-04-01,16.502657831334027,14.153972524297208,18.907687287838833
2025-05-01,12.427040845333874,9.866590251977092,14.973108810397026
2025-06-01,15.605978954098962,12.984487040288524,18.00866498632657
2025-07-01,17.12771129691457,14.871393982780653,19.846689849690897
2025-08-01,16.660198729518136,14.242536560263622,19.305604029160936
2025-09-01,14.921080221248177,12.342693202023286,17.334796819197198
2025-10-01,14.707077048106468,12.25148116835824,17.15828405935093
2025-11-01,17.237533165783326,14.730361056731848,19.612040482963998
2025-12-01,15.618195639222154,13.24971786057573,18.277287022659902
