ds,yhat,yhat_lower,yhat_upper
2022-01-01,18.70751358998427,16.41965885810748,20.737051436841774
2022-02-01,19.08874561123362,16.830080132943884,21.21299632880198
2022-03-01,20.570637094684237,18.49743553066203,22.64885801175445
2022-04-01,19.380166029837042,17.371193727355543,21.545175008996743
2022-05-01,19.42789096758941,17.335025090017336,21.59510269220304
2022-06-01,16.673994433057725,14.467514343244593,18.703292927469136
2022-07-01,18.25331583761385,16.052479213865222,20.37635355787677
2022-08-01,15.608736230213822,13.512874458747143,17.681781843942087
2022-09-01,17.33892104515521,15.254133149666796,19.279499525822455
2022-10-01,18.25470242011089,16.026290243151216,20.40842560973154
2022-11-01,19.37382031243489,17.27201305261125,21.568287764871098
2022-12-01,14.873200116837324,12.685470233947338,17.070175664462766
2023-01-01,17.33179364055636,15.183848009052241,19.391985708652836
2023-02-01,18.645878539754154,16.51683483560712,20.79023166951181
2023-03-01,23.226751509214665,21.107099138700928,25.339989417000183
2023-04-01,19.373286634855713,17.1602183082467,21.601778617728968
2023-05-01,20.57470622747226,18.543224537287536,22.99970984292827
2023-06-01,16.550080002236125,14.432416099703138,18.69889109409437
2023-07-01,18.871427156312492,16.67921382985609,20.924705113388086
2023-08-01,14.38622451359411,12.313641030105675,16.59710557690849
2023-09-01,18.38073757439708,16.197842310487424,20.69022018506629
2023-10-01,19.009484990083845,16.821499576989822,21.123557249764158
2023-11-01,22.32465273645639,20.18193605063226,24.577393939706948
2023-12-01,14.216057278195766,12.027660184350617,16.329281344613232
2024-01-01,15.953994504340043,13.851659926086398,18.14570121901355
2024-02-01,18.255849470167888,16.088683002172505,20.22857868131058
2024-03-01,17.200788790733792,15.007815058611436,19.261318138233896
2024-04-01,21.247177395873546,19.106973849642458,23.341038997314595
2024-05-01,19.000490977671323,16.980097689581456,21.249180150409853
2024-06-01,18.781833244352953,16.589686974926188,20.91835262790034
2024-07-01,18.88294677469613,16.85255962027684,21.03129774226522
2024-08-01,20.009056236724053,17.949611321503,22.063791362226155
2024-09-01,17.284564663211018,15.202860544908097,19.621367523998504
2024-10-01,18.735552777346186,16.639560936686507,20.968195152374523
2024-11-01,15.297791202321578,13.190222133249929,17.388333938660377
2024-12-01,17.903833190827328,15.836937736792379,20.21362888175042
2025-01-01,21.989883457896266,19.823033904765207,24.010063640963843
2025-02-01,21.494618232434348,19.325742094569808,23.715280332507827
2025-03-01,19.83415483596759,17.67111221742658,21.912695416179034
2025-04-01,21.277569176438643,18.955637383364962,23.491648000906515
2025-05-01,20.175772050901607,18.054726718015893,22.334332939416683
2025-06-01,18.69076826516329,16.51637870848537,20.785616278979987
2025-07-01,19.529897881097213,17.390185702036916,21.899433043738224
2025-08-01,18.75607407818508,16.662048681822064,20.82558289562918
2025-09-01,18.245751100245226,16.020971713112615,20.422937202416303
2025-10-01,19.435157110306886,17.11600857241324,21.560683844590766
2025-11-01,18.30264687024264,16.128643625075284,20.470244231942424
2025-12-01,17.374794655376082,15.102287714724024,19.44815107904826
