ds,yhat,yhat_lower,yhat_upper
2022-01-01,17.6156019509986,15.197649680520353,19.95392644669355
2022-02-01,22.835952225212083,20.52829900492307,25.31413472289272
2022-03-01,19.092413784563465,16.63473788238674,21.383902027108302
2022-04-01,16.69347244760132,14.347328422730232,18.980713517495598
2022-05-01,18.021898775527838,15.51364885519292,20.47736118901338
2022-06-01,16.974705086445383,14.514694697225938,19.5607994316216
2022-07-01,16.586887489160528,14.159875805763354,18.957791593881232
2022-08-01,19.895711269438618,17.697000014504578,22.32362612538661
2022-09-01,17.753944971215557,15.317534096092741,20.073660341506674
2022-10-01,17.820082192185335,15.361892660500486,20.207155447086794
2022-11-01,17.44094330585763,15.219517483742951,19.805773106246402
2022-12-01,17.871720145700717,15.497258475610737,20.27024594777102
2023-01-01,17.356813215907454,14.933174475367695,19.747385162433662
2023-02-01,20.335181205637678,18.00067367887441,23.033155556421292
2023-03-01,19.867904766830865,17.46957954602832,22.280215599717828
2023-04-01,18.13717440253502,15.719623679890008,20.487053685659937
2023-05-01,18.341932872347193,16.026707666970406,20.810592635814483
2023-06-01,16.231243809240045,13.979015183977346,18.533315874766632
2023-07-01,17.65528565404944,15.11378230138764,19.945788767939366
2023-08-01,18.865987684237403,16.572482365081136,21.05618449960028
2023-09-01,17.401301031807435,15.043206841875092,19.761659299788878
2023-10-01,17.703442208987806,15.336568434176126,20.113264756182417
2023-11-01,18.18622465591679,15.840066016110354,20.4092036133953
2023-12-01,19.740753262652547,17.30683165327989,22.117283157051435
2024-01-01,17.032979467142823,14.434479080926925,19.54960207759543
2024-02-01,17.83468545597142,15.56991939382553,20.160460795442088
2024-03-01,18.043427442696157,15.685191909871126,20.400674558361
2024-04-01,14.167600619315506,11.772827045877971,16.541362859487982
2024-05-01,17.63419577596798,15.34764577394838,20.079650502047652
2024-06-01,18.78688077686737,16.374353372005213,21.045148379211188
2024-07-01,14.755956172236798,12.360575356612305,17.159185128841116
2024-08-01,22.2371072787054,19.853474040537122,24.473846055918976
2024-09-01,18.84210816249132,16.598969440894184,21.451556899638586
2024-10-01,18.47716481770443,16.14965308728779,20.880920098296375
2024-11-01,16.374890415198628,13.914749918808722,18.593614268177173
2024-12-01,14.389354047874892,11.955593249764856,16.847173923221767
2025-01-01,18.146786376901254,15.753888394003187,20.35863645278244
2025-02-01,25.671902028004638,23.31824989952471,28.10476283632839
2025-03-01,18.709897398877175,16.453355443452274,21.04244426339589
2025-04-01,15.595521016107732,13.176096277350554,17.78878247062049
2025-05-01,18.011684966108906,15.817675094420713,20.324649899904752
2025-06-01,18.052696385342905,15.745108837050502,20.568795037258287
2025-07-01,15.846196170314782,13.450335894479162,18.374506632792855
2025-08-01,21.24582220625955,18.722145981512398,23.569891172458924
2025-09-01,18.46058580482737,16.226807511096318,20.90848392273694
2025-10-01,18.304136170936907,15.842005122126599,20.622863041590012
2025-11-01,17.062897355725898,14.737976134032607,19.446520293774395
2025-12-01,16.3133795181104,13.869748980024534,18.75628870946763
